location,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694
timestamp,max,min,mean
20111201T0000,93.0,59.0,79.916664
20111202T0000,96.0,49.0,78.291664
20111203T0000,92.0,53.0,74.791664
20111204T0000,81.0,70.0,74.625
20111205T0000,87.0,72.0,76.583336
20111206T0000,89.0,74.0,79.375
20111207T0000,82.0,75.0,79.458336
20111208T0000,89.0,58.0,74.833336
20111209T0000,94.0,65.0,72.208336
20111210T0000,94.0,88.0,91.291664
20111211T0000,94.0,83.0,89.5
20111212T0000,86.0,63.0,74.75
20111213T0000,79.0,32.0,61.5
20111214T0000,86.0,64.0,73.875
20111215T0000,78.0,66.0,72.791664
20111216T0000,85.0,64.0,73.708336
20111217T0000,91.0,77.0,85.375
20111218T0000,91.0,73.0,84.125
20111219T0000,95.0,70.0,81.083336
20111220T0000,96.0,72.0,87.833336
20111221T0000,93.0,80.0,86.875
20111222T0000,93.0,86.0,89.666664
20111223T0000,97.0,75.0,87.041664
20111224T0000,94.0,75.0,83.583336
20111225T0000,92.0,65.0,75.0
20111226T0000,83.0,66.0,73.5
20111227T0000,96.0,71.0,85.208336
20111228T0000,96.0,59.0,78.5
20111229T0000,92.0,72.0,83.541664
20111230T0000,87.0,73.0,81.708336
20111231T0000,93.0,74.0,85.625
20120101T0000,89.0,68.0,79.958336
20120102T0000,87.0,66.0,76.083336
20120103T0000,91.0,49.0,73.708336
20120104T0000,86.0,63.0,74.625
20120105T0000,83.0,66.0,75.041664
20120106T0000,87.0,68.0,78.583336
20120107T0000,89.0,59.0,80.333336
20120108T0000,90.0,75.0,84.791664
20120109T0000,92.0,74.0,83.75
20120110T0000,93.0,78.0,85.75
20120111T0000,96.0,85.0,91.208336
20120112T0000,96.0,62.0,74.5
20120113T0000,96.0,72.0,84.083336
20120114T0000,100.0,56.0,84.5
20120115T0000,100.0,50.0,76.791664
20120116T0000,98.0,45.0,78.291664
20120117T0000,87.0,58.0,72.708336
20120118T0000,78.0,50.0,60.5
20120119T0000,96.0,62.0,78.5
20120120T0000,92.0,69.0,82.0
20120121T0000,94.0,72.0,82.291664
20120122T0000,90.0,73.0,81.666664
20120123T0000,92.0,70.0,81.75
20120124T0000,91.0,64.0,80.0
20120125T0000,93.0,70.0,80.416664
20120126T0000,91.0,67.0,78.75
20120127T0000,95.0,76.0,84.416664
20120128T0000,90.0,67.0,78.625
20120129T0000,96.0,63.0,78.583336
20120130T0000,96.0,63.0,82.666664
20120131T0000,96.0,65.0,79.5
20120201T0000,93.0,48.0,69.083336
20120202T0000,81.0,56.0,65.458336
20120203T0000,77.0,49.0,59.166668
20120204T0000,87.0,39.0,62.125
20120205T0000,81.0,46.0,62.583332
20120206T0000,92.0,48.0,67.0
20120207T0000,80.0,55.0,64.875
20120208T0000,98.0,60.0,73.125
20120209T0000,100.0,56.0,78.416664
20120210T0000,96.0,47.0,69.291664
20120211T0000,70.0,53.0,63.208332
20120212T0000,89.0,57.0,74.333336
20120213T0000,91.0,52.0,72.041664
20120214T0000,94.0,64.0,80.541664
20120215T0000,97.0,76.0,88.583336
20120216T0000,100.0,67.0,82.583336
20120217T0000,89.0,71.0,78.583336
20120218T0000,83.0,66.0,75.75
20120219T0000,94.0,53.0,73.833336
20120220T0000,100.0,45.0,78.916664
20120221T0000,100.0,64.0,76.25
20120222T0000,80.0,56.0,72.041664
20120223T0000,81.0,41.0,66.166664
20120224T0000,91.0,75.0,81.666664
20120225T0000,97.0,82.0,91.541664
20120226T0000,94.0,63.0,78.416664
20120227T0000,96.0,57.0,76.958336
20120228T0000,88.0,58.0,71.75
20120229T0000,98.0,75.0,86.5
20120301T0000,99.0,72.0,85.791664
20120302T0000,93.0,69.0,81.291664
20120303T0000,97.0,56.0,71.25
20120304T0000,96.0,62.0,78.125
20120305T0000,81.0,50.0,69.291664
20120306T0000,87.0,53.0,70.958336
20120307T0000,86.0,57.0,70.375
20120308T0000,89.0,62.0,73.875
20120309T0000,95.0,35.0,72.041664
20120310T0000,77.0,48.0,66.083336
20120311T0000,85.0,72.0,79.416664
20120312T0000,96.0,67.0,82.666664
20120313T0000,97.0,69.0,84.75
20120314T0000,96.0,60.0,78.916664
20120315T0000,98.0,43.0,72.75
20120316T0000,83.0,26.0,57.75
20120317T0000,86.0,36.0,55.625
20120318T0000,94.0,74.0,84.791664
20120319T0000,92.0,71.0,82.333336
20120320T0000,95.0,59.0,78.708336
20120321T0000,94.0,50.0,67.875
20120322T0000,86.0,63.0,73.708336
20120323T0000,93.0,60.0,72.125
20120324T0000,95.0,50.0,72.125
20120325T0000,96.0,45.0,68.75
20120326T0000,92.0,48.0,69.875
20120327T0000,91.0,55.0,69.958336
20120328T0000,80.0,56.0,67.708336
20120329T0000,83.0,41.0,60.958332
20120330T0000,91.0,61.0,71.666664
20120331T0000,97.0,58.0,76.208336
20120401T0000,78.0,33.0,59.25
20120402T0000,84.0,42.0,57.916668
20120403T0000,91.0,59.0,74.958336
20120404T0000,95.0,70.0,82.041664
20120405T0000,96.0,80.0,90.041664
20120406T0000,96.0,65.0,81.333336
20120407T0000,95.0,57.0,73.75
20120408T0000,88.0,47.0,66.375
20120409T0000,83.0,62.0,72.041664
20120410T0000,97.0,45.0,67.375
20120411T0000,88.0,53.0,69.958336
20120412T0000,86.0,61.0,72.75
20120413T0000,97.0,50.0,74.791664
20120414T0000,92.0,61.0,80.791664
20120415T0000,95.0,73.0,84.125
20120416T0000,94.0,58.0,74.166664
20120417T0000,92.0,54.0,70.833336
20120418T0000,80.0,47.0,64.25
20120419T0000,94.0,60.0,75.083336
20120420T0000,91.0,56.0,69.083336
20120421T0000,95.0,57.0,73.541664
20120422T0000,84.0,59.0,73.5
20120423T0000,88.0,43.0,66.791664
20120424T0000,82.0,55.0,70.166664
20120425T0000,93.0,37.0,63.083332
20120426T0000,81.0,40.0,65.083336
20120427T0000,83.0,50.0,68.125
20120428T0000,81.0,41.0,64.083336
20120429T0000,97.0,60.0,76.666664
20120430T0000,96.0,50.0,71.583336
20120501T0000,96.0,46.0,71.25
20120502T0000,97.0,57.0,76.791664
20120503T0000,96.0,54.0,70.875
20120504T0000,89.0,45.0,66.708336
20120505T0000,92.0,61.0,73.708336
20120506T0000,92.0,59.0,75.916664
20120507T0000,93.0,58.0,73.333336
20120508T0000,93.0,38.0,70.541664
20120509T0000,90.0,70.0,78.833336
20120510T0000,88.0,40.0,66.875
20120511T0000,96.0,45.0,65.5
20120512T0000,95.0,66.0,81.416664
20120513T0000,93.0,44.0,65.291664
20120514T0000,87.0,47.0,64.125
20120515T0000,84.0,50.0,71.875
20120516T0000,89.0,56.0,69.166664
20120517T0000,90.0,40.0,60.583332
20120518T0000,92.0,59.0,80.0
20120519T0000,91.0,49.0,68.833336
20120520T0000,91.0,45.0,69.458336
20120521T0000,93.0,66.0,79.291664
20120522T0000,95.0,55.0,73.166664
20120523T0000,97.0,80.0,88.333336
20120524T0000,100.0,45.0,79.5
20120525T0000,97.0,41.0,69.791664
20120526T0000,94.0,45.0,67.375
20120527T0000,96.0,49.0,67.708336
20120528T0000,82.0,46.0,63.041668
20120529T0000,82.0,45.0,65.875
20120530T0000,79.0,48.0,65.166664
20120531T0000,88.0,54.0,71.958336
20120601T0000,89.0,63.0,74.458336
20120602T0000,97.0,48.0,72.041664
20120603T0000,87.0,68.0,79.666664
20120604T0000,87.0,59.0,74.708336
20120605T0000,91.0,54.0,69.833336
20120606T0000,90.0,69.0,79.625
20120607T0000,91.0,50.0,75.458336
20120608T0000,94.0,66.0,80.333336
20120609T0000,87.0,50.0,68.958336
20120610T0000,90.0,63.0,76.666664
20120611T0000,94.0,65.0,76.25
20120612T0000,96.0,79.0,85.166664
20120613T0000,86.0,71.0,78.833336
20120614T0000,97.0,53.0,73.458336
20120615T0000,93.0,52.0,68.625
20120616T0000,90.0,51.0,62.833332
20120617T0000,95.0,60.0,75.291664
20120618T0000,96.0,45.0,74.791664
20120619T0000,96.0,66.0,84.458336
20120620T0000,97.0,80.0,88.875
20120621T0000,97.0,52.0,77.25
20120622T0000,94.0,44.0,65.25
20120623T0000,89.0,46.0,64.583336
20120624T0000,90.0,53.0,70.916664
20120625T0000,91.0,58.0,75.75
20120626T0000,96.0,65.0,80.458336
20120627T0000,97.0,58.0,77.666664
20120628T0000,87.0,58.0,74.125
20120629T0000,88.0,43.0,63.5
20120630T0000,92.0,64.0,77.791664
20120701T0000,94.0,81.0,89.833336
20120702T0000,97.0,89.0,93.5
20120703T0000,97.0,71.0,83.833336
20120704T0000,96.0,58.0,74.958336
20120705T0000,90.0,50.0,72.833336
20120706T0000,92.0,62.0,78.875
20120707T0000,90.0,45.0,72.375
20120708T0000,85.0,55.0,72.75
20120709T0000,94.0,57.0,73.083336
20120710T0000,97.0,59.0,76.041664
20120711T0000,93.0,52.0,72.083336
20120712T0000,88.0,58.0,69.875
20120713T0000,86.0,53.0,69.291664
20120714T0000,79.0,53.0,64.416664
20120715T0000,86.0,71.0,78.5
20120716T0000,89.0,53.0,69.916664
20120717T0000,82.0,59.0,69.875
20120718T0000,96.0,44.0,69.083336
20120719T0000,79.0,46.0,65.541664
20120720T0000,95.0,74.0,86.583336
20120721T0000,96.0,65.0,81.416664
20120722T0000,96.0,47.0,74.583336
20120723T0000,96.0,49.0,69.958336
20120724T0000,97.0,55.0,71.708336
20120725T0000,94.0,48.0,73.333336
20120726T0000,86.0,44.0,62.833332
20120727T0000,84.0,46.0,60.875
20120728T0000,87.0,63.0,78.458336
20120729T0000,89.0,54.0,72.916664
20120730T0000,87.0,50.0,67.916664
20120731T0000,90.0,55.0,70.083336
20120801T0000,85.0,50.0,67.75
20120802T0000,87.0,57.0,70.416664
20120803T0000,89.0,52.0,71.0
20120804T0000,92.0,55.0,71.625
20120805T0000,97.0,63.0,84.083336
20120806T0000,96.0,64.0,79.041664
20120807T0000,96.0,56.0,70.625
20120808T0000,97.0,58.0,75.5
20120809T0000,92.0,49.0,72.166664
20120810T0000,96.0,54.0,76.625
20120811T0000,94.0,55.0,77.916664
20120812T0000,89.0,58.0,76.666664
20120813T0000,94.0,64.0,78.708336
20120814T0000,87.0,55.0,71.583336
20120815T0000,91.0,46.0,68.958336
20120816T0000,96.0,55.0,71.458336
20120817T0000,86.0,54.0,68.25
20120818T0000,75.0,51.0,62.125
20120819T0000,84.0,53.0,62.833332
20120820T0000,79.0,50.0,64.5
20120821T0000,90.0,55.0,71.166664
20120822T0000,89.0,61.0,73.833336
20120823T0000,94.0,61.0,79.875
20120824T0000,97.0,67.0,88.666664
20120825T0000,97.0,50.0,74.958336
20120826T0000,85.0,57.0,71.291664
20120827T0000,87.0,48.0,68.958336
20120828T0000,91.0,58.0,73.083336
20120829T0000,88.0,54.0,67.375
20120830T0000,90.0,73.0,81.875
20120831T0000,94.0,70.0,83.208336
20120901T0000,96.0,71.0,86.541664
20120902T0000,96.0,70.0,83.375
20120903T0000,96.0,59.0,81.75
20120904T0000,96.0,59.0,80.875
20120905T0000,96.0,62.0,79.125
20120906T0000,96.0,61.0,81.041664
20120907T0000,92.0,51.0,70.625
20120908T0000,89.0,52.0,67.166664
20120909T0000,85.0,53.0,63.958332
20120910T0000,84.0,48.0,63.916668
20120911T0000,93.0,56.0,73.666664
20120912T0000,91.0,51.0,81.833336
20120913T0000,96.0,54.0,74.916664
20120914T0000,86.0,51.0,68.958336
20120915T0000,88.0,62.0,77.083336
20120916T0000,94.0,59.0,74.75
20120917T0000,85.0,55.0,68.916664
20120918T0000,96.0,60.0,77.541664
20120919T0000,96.0,54.0,71.958336
20120920T0000,89.0,53.0,67.541664
20120921T0000,91.0,46.0,70.958336
20120922T0000,93.0,75.0,84.541664
20120923T0000,92.0,56.0,76.583336
20120924T0000,93.0,56.0,77.041664
20120925T0000,96.0,46.0,75.583336
20120926T0000,96.0,69.0,83.958336
20120927T0000,91.0,51.0,71.208336
20120928T0000,96.0,57.0,76.75
20120929T0000,91.0,63.0,75.5
20120930T0000,97.0,67.0,81.666664
20121001T0000,94.0,65.0,78.833336
20121002T0000,95.0,54.0,71.833336
20121003T0000,88.0,53.0,68.333336
20121004T0000,92.0,54.0,74.541664
20121005T0000,95.0,58.0,73.666664
20121006T0000,94.0,48.0,69.541664
20121007T0000,91.0,77.0,85.333336
20121008T0000,96.0,71.0,83.125
20121009T0000,96.0,82.0,88.291664
20121010T0000,96.0,86.0,92.041664
20121011T0000,96.0,73.0,82.791664
20121012T0000,95.0,75.0,82.416664
20121013T0000,96.0,57.0,74.083336
20121014T0000,89.0,44.0,69.833336
20121015T0000,86.0,58.0,73.666664
20121016T0000,88.0,47.0,70.583336
20121017T0000,95.0,54.0,76.458336
20121018T0000,97.0,60.0,81.958336
20121019T0000,100.0,57.0,82.708336
20121020T0000,100.0,54.0,80.5
20121021T0000,98.0,62.0,81.291664
20121022T0000,100.0,58.0,84.875
20121023T0000,97.0,63.0,77.458336
20121024T0000,94.0,59.0,76.041664
20121025T0000,98.0,67.0,81.625
20121026T0000,95.0,71.0,81.708336
20121027T0000,95.0,74.0,91.291664
20121028T0000,92.0,62.0,77.166664
20121029T0000,95.0,57.0,75.25
20121030T0000,90.0,64.0,76.333336
20121031T0000,90.0,56.0,73.708336
20121101T0000,88.0,55.0,72.625
20121102T0000,86.0,59.0,72.916664
20121103T0000,94.0,51.0,67.708336
20121104T0000,97.0,65.0,85.875
20121105T0000,91.0,69.0,80.75
20121106T0000,91.0,71.0,82.75
20121107T0000,89.0,62.0,75.291664
20121108T0000,81.0,61.0,74.25
20121109T0000,90.0,59.0,76.25
20121110T0000,97.0,75.0,86.833336
20121111T0000,97.0,91.0,94.666664
20121112T0000,96.0,83.0,91.041664
20121113T0000,96.0,83.0,90.708336
20121114T0000,96.0,73.0,84.666664
20121115T0000,96.0,74.0,87.25
20121116T0000,96.0,63.0,77.541664
20121117T0000,86.0,59.0,73.583336
20121118T0000,83.0,68.0,73.375
20121119T0000,86.0,54.0,71.583336
20121120T0000,91.0,52.0,74.083336
20121121T0000,86.0,58.0,76.958336
20121122T0000,97.0,83.0,90.916664
20121123T0000,94.0,65.0,82.0
20121124T0000,88.0,51.0,72.625
20121125T0000,90.0,45.0,71.875
20121126T0000,95.0,87.0,90.541664
20121127T0000,96.0,86.0,91.208336
20121128T0000,96.0,90.0,94.041664
20121129T0000,94.0,69.0,86.041664
20121130T0000,96.0,62.0,83.166664
20121201T0000,96.0,63.0,80.458336
20121202T0000,96.0,70.0,80.75
20121203T0000,97.0,67.0,83.458336
20121204T0000,97.0,76.0,85.333336
20121205T0000,95.0,77.0,86.333336
20121206T0000,94.0,64.0,80.25
20121207T0000,96.0,73.0,89.041664
20121208T0000,94.0,76.0,87.833336
20121209T0000,86.0,59.0,75.958336
20121210T0000,88.0,82.0,85.041664
20121211T0000,94.0,62.0,79.125
20121212T0000,95.0,67.0,81.541664
20121213T0000,91.0,61.0,78.583336
20121214T0000,92.0,73.0,82.916664
20121215T0000,95.0,72.0,79.708336
20121216T0000,88.0,72.0,78.291664
20121217T0000,88.0,73.0,81.666664
20121218T0000,93.0,74.0,85.291664
20121219T0000,95.0,77.0,88.333336
20121220T0000,94.0,73.0,84.0
20121221T0000,93.0,74.0,82.0
20121222T0000,96.0,66.0,84.208336
20121223T0000,80.0,53.0,65.5
20121224T0000,88.0,44.0,65.375
20121225T0000,87.0,57.0,70.791664
20121226T0000,79.0,67.0,73.416664
20121227T0000,84.0,66.0,74.125
20121228T0000,91.0,66.0,80.291664
20121229T0000,93.0,44.0,75.208336
20121230T0000,83.0,62.0,70.583336
20121231T0000,95.0,71.0,81.583336
20130101T0000,93.0,73.0,84.375
20130102T0000,92.0,62.0,79.875
20130103T0000,84.0,50.0,68.583336
20130104T0000,92.0,73.0,82.875
20130105T0000,95.0,71.0,84.166664
20130106T0000,93.0,73.0,84.458336
20130107T0000,95.0,68.0,83.791664
20130108T0000,94.0,44.0,65.291664
20130109T0000,83.0,52.0,68.541664
20130110T0000,88.0,72.0,79.666664
20130111T0000,95.0,69.0,82.916664
20130112T0000,95.0,56.0,74.416664
20130113T0000,87.0,63.0,76.583336
20130114T0000,91.0,63.0,81.25
20130115T0000,90.0,65.0,80.625
20130116T0000,83.0,48.0,68.25
20130117T0000,93.0,64.0,81.0
20130118T0000,94.0,54.0,74.583336
20130119T0000,89.0,65.0,81.125
20130120T0000,94.0,60.0,77.291664
20130121T0000,91.0,52.0,73.208336
20130122T0000,86.0,58.0,71.375
20130123T0000,89.0,65.0,80.375
20130124T0000,92.0,53.0,74.5
20130125T0000,91.0,56.0,77.583336
20130126T0000,87.0,37.0,65.291664
20130127T0000,88.0,47.0,66.583336
20130128T0000,92.0,49.0,72.666664
20130129T0000,73.0,52.0,63.25
20130130T0000,84.0,59.0,74.25
20130131T0000,83.0,32.0,63.458332
20130201T0000,94.0,65.0,76.791664
20130202T0000,89.0,58.0,74.083336
20130203T0000,90.0,49.0,69.541664
20130204T0000,83.0,66.0,74.375
20130205T0000,86.0,49.0,73.75
20130206T0000,94.0,57.0,73.708336
20130207T0000,96.0,53.0,79.5
20130208T0000,96.0,61.0,81.958336
20130209T0000,91.0,56.0,73.875
20130210T0000,88.0,44.0,61.083332
20130211T0000,93.0,51.0,71.625
20130212T0000,93.0,59.0,80.0
20130213T0000,92.0,43.0,66.75
20130214T0000,79.0,38.0,58.375
20130215T0000,90.0,63.0,76.166664
20130216T0000,94.0,56.0,77.791664
20130217T0000,93.0,46.0,71.875
20130218T0000,94.0,47.0,69.25
20130219T0000,80.0,37.0,61.041668
20130220T0000,93.0,39.0,62.791668
20130221T0000,71.0,37.0,55.125
20130222T0000,64.0,43.0,55.708332
20130223T0000,93.0,44.0,63.458332
20130224T0000,92.0,52.0,73.666664
20130225T0000,93.0,50.0,69.458336
20130226T0000,94.0,48.0,75.083336
20130227T0000,95.0,49.0,73.75
20130228T0000,94.0,49.0,74.5
20130301T0000,95.0,59.0,78.75
20130302T0000,93.0,49.0,76.708336
20130303T0000,90.0,51.0,74.791664
20130304T0000,85.0,41.0,67.5
20130305T0000,85.0,36.0,58.875
20130306T0000,73.0,43.0,57.958332
20130307T0000,86.0,49.0,61.791668
20130308T0000,81.0,43.0,62.625
20130309T0000,83.0,51.0,66.625
20130310T0000,83.0,49.0,69.333336
20130311T0000,91.0,54.0,71.25
20130312T0000,85.0,54.0,70.416664
20130313T0000,88.0,45.0,65.166664
20130314T0000,85.0,36.0,64.291664
20130315T0000,93.0,23.0,52.375
20130316T0000,63.0,22.0,37.75
20130317T0000,84.0,32.0,55.291668
20130318T0000,85.0,58.0,74.875
20130319T0000,85.0,32.0,57.125
20130320T0000,84.0,46.0,64.791664
20130321T0000,88.0,41.0,64.125
20130322T0000,86.0,34.0,55.0
20130323T0000,77.0,50.0,59.375
20130324T0000,69.0,37.0,54.5
20130325T0000,82.0,56.0,66.791664
20130326T0000,85.0,63.0,74.708336
20130327T0000,76.0,39.0,56.833332
20130328T0000,84.0,52.0,70.833336
20130329T0000,87.0,25.0,61.375
20130330T0000,88.0,63.0,76.875
20130331T0000,93.0,40.0,66.208336
20130401T0000,81.0,27.0,50.583332
20130402T0000,83.0,40.0,58.0
20130403T0000,80.0,42.0,58.125
20130404T0000,77.0,38.0,52.875
20130405T0000,83.0,44.0,59.916668
20130406T0000,76.0,44.0,58.041668
20130407T0000,92.0,34.0,57.583332
20130408T0000,87.0,42.0,64.75
20130409T0000,83.0,48.0,65.875
20130410T0000,70.0,40.0,53.875
20130411T0000,82.0,49.0,68.541664
20130412T0000,75.0,43.0,61.458332
20130413T0000,82.0,37.0,57.833332
20130414T0000,71.0,36.0,54.041668
20130415T0000,70.0,31.0,51.708332
20130416T0000,71.0,44.0,59.75
20130417T0000,91.0,35.0,59.041668
20130418T0000,78.0,48.0,58.541668
20130419T0000,82.0,34.0,61.166668
20130420T0000,89.0,52.0,67.666664
20130421T0000,92.0,62.0,76.166664
20130422T0000,89.0,49.0,66.583336
20130423T0000,86.0,41.0,59.416668
20130424T0000,81.0,37.0,57.791668
20130425T0000,83.0,31.0,53.083332
20130426T0000,81.0,41.0,60.958332
20130427T0000,88.0,67.0,80.791664
20130428T0000,88.0,54.0,69.958336
20130429T0000,94.0,61.0,79.416664
20130430T0000,95.0,67.0,81.625
20130501T0000,94.0,55.0,75.333336
20130502T0000,96.0,50.0,71.75
20130503T0000,95.0,72.0,81.791664
20130504T0000,89.0,61.0,73.541664
20130505T0000,96.0,33.0,67.833336
20130506T0000,90.0,47.0,68.875
20130507T0000,88.0,36.0,60.041668
20130508T0000,98.0,50.0,65.75
20130509T0000,95.0,63.0,77.666664
20130510T0000,99.0,59.0,78.25
20130511T0000,93.0,72.0,82.75
20130512T0000,93.0,60.0,81.0
20130513T0000,89.0,66.0,75.25
20130514T0000,93.0,53.0,66.416664
20130515T0000,86.0,52.0,71.75
20130516T0000,92.0,73.0,81.875
20130517T0000,91.0,54.0,73.291664
20130518T0000,95.0,27.0,59.208332
20130519T0000,82.0,39.0,62.0
20130520T0000,75.0,44.0,59.791668
20130521T0000,82.0,55.0,69.541664
20130522T0000,89.0,68.0,78.0
20130523T0000,92.0,46.0,65.041664
20130524T0000,78.0,45.0,57.666668
20130525T0000,71.0,42.0,54.375
20130526T0000,81.0,48.0,62.458332
20130527T0000,71.0,33.0,51.75
20130528T0000,77.0,39.0,58.708332
20130529T0000,78.0,48.0,60.5
20130530T0000,82.0,42.0,56.25
20130531T0000,93.0,68.0,83.0
20130601T0000,90.0,70.0,79.916664
20130602T0000,95.0,37.0,60.0
20130603T0000,86.0,44.0,60.5
20130604T0000,81.0,44.0,59.666668
20130605T0000,95.0,43.0,62.5
20130606T0000,77.0,35.0,52.583332
20130607T0000,88.0,37.0,54.083332
20130608T0000,80.0,33.0,55.916668
20130609T0000,80.0,40.0,60.791668
20130610T0000,81.0,55.0,65.083336
20130611T0000,88.0,46.0,66.083336
20130612T0000,80.0,46.0,60.625
20130613T0000,82.0,40.0,60.916668
20130614T0000,85.0,45.0,61.708332
20130615T0000,84.0,39.0,59.208332
20130616T0000,85.0,46.0,62.541668
20130617T0000,85.0,27.0,54.791668
20130618T0000,70.0,29.0,50.041668
20130619T0000,80.0,31.0,53.125
20130620T0000,85.0,60.0,73.791664
20130621T0000,79.0,46.0,61.375
20130622T0000,83.0,49.0,63.291668
20130623T0000,78.0,44.0,61.125
20130624T0000,84.0,54.0,69.875
20130625T0000,87.0,45.0,65.666664
20130626T0000,89.0,33.0,57.083332
20130627T0000,70.0,52.0,61.958332
20130628T0000,83.0,34.0,53.5
20130629T0000,87.0,67.0,73.958336
20130630T0000,93.0,43.0,65.791664
20130701T0000,92.0,38.0,59.208332
20130702T0000,84.0,39.0,59.5
20130703T0000,87.0,36.0,69.958336
20130704T0000,88.0,51.0,69.916664
20130705T0000,85.0,45.0,63.291668
20130706T0000,94.0,31.0,59.416668
20130707T0000,94.0,38.0,62.166668
20130708T0000,94.0,39.0,64.125
20130709T0000,90.0,54.0,69.416664
20130710T0000,95.0,38.0,62.125
20130711T0000,93.0,49.0,65.833336
20130712T0000,87.0,39.0,61.0
20130713T0000,81.0,36.0,57.125
20130714T0000,77.0,41.0,57.125
20130715T0000,70.0,25.0,50.833332
20130716T0000,77.0,37.0,52.583332
20130717T0000,78.0,38.0,56.041668
20130718T0000,85.0,48.0,64.5
20130719T0000,95.0,33.0,63.125
20130720T0000,86.0,31.0,56.833332
20130721T0000,87.0,33.0,55.375
20130722T0000,65.0,31.0,46.875
20130723T0000,57.0,27.0,43.583332
20130724T0000,81.0,48.0,59.791668
20130725T0000,80.0,41.0,57.166668
20130726T0000,84.0,29.0,54.166668
20130727T0000,67.0,23.0,44.958332
20130728T0000,92.0,42.0,62.75
20130729T0000,95.0,58.0,72.541664
20130730T0000,84.0,44.0,60.833332
20130731T0000,83.0,41.0,58.708332
20130801T0000,78.0,27.0,51.583332
20130802T0000,63.0,26.0,48.083332
20130803T0000,64.0,48.0,56.75
20130804T0000,93.0,46.0,62.916668
20130805T0000,88.0,34.0,56.583332
20130806T0000,79.0,48.0,60.541668
20130807T0000,93.0,54.0,72.0
20130808T0000,93.0,58.0,75.458336
20130809T0000,86.0,43.0,63.458332
20130810T0000,75.0,41.0,56.5
20130811T0000,82.0,37.0,55.583332
20130812T0000,80.0,38.0,57.25
20130813T0000,86.0,43.0,61.208332
20130814T0000,75.0,42.0,55.666668
20130815T0000,77.0,41.0,55.541668
20130816T0000,77.0,37.0,52.916668
20130817T0000,78.0,35.0,53.916668
20130818T0000,69.0,36.0,51.25
20130819T0000,89.0,42.0,64.25
20130820T0000,85.0,45.0,61.083332
20130821T0000,84.0,33.0,57.041668
20130822T0000,79.0,39.0,57.375
20130823T0000,83.0,38.0,57.333332
20130824T0000,93.0,56.0,72.791664
20130825T0000,81.0,48.0,67.166664
20130826T0000,81.0,50.0,62.166668
20130827T0000,95.0,67.0,80.791664
20130828T0000,92.0,57.0,73.708336
20130829T0000,92.0,40.0,61.583332
20130830T0000,97.0,52.0,68.083336
20130831T0000,99.0,52.0,76.041664
20130901T0000,98.0,51.0,76.5
20130902T0000,71.0,26.0,48.291668
20130903T0000,84.0,36.0,52.083332
20130904T0000,84.0,36.0,60.291668
20130905T0000,78.0,33.0,54.291668
20130906T0000,69.0,29.0,51.416668
20130907T0000,80.0,48.0,63.916668
20130908T0000,89.0,55.0,73.291664
20130909T0000,85.0,36.0,54.125
20130910T0000,82.0,48.0,67.5
20130911T0000,84.0,46.0,65.708336
20130912T0000,87.0,63.0,73.916664
20130913T0000,86.0,43.0,62.208332
20130914T0000,88.0,56.0,69.0
20130915T0000,94.0,62.0,78.5
20130916T0000,85.0,57.0,72.416664
20130917T0000,83.0,46.0,62.25
20130918T0000,86.0,62.0,73.166664
20130919T0000,94.0,47.0,64.541664
20130920T0000,84.0,52.0,68.75
20130921T0000,96.0,44.0,70.666664
20130922T0000,93.0,39.0,65.375
20130923T0000,88.0,50.0,68.833336
20130924T0000,95.0,44.0,67.541664
20130925T0000,87.0,46.0,60.958332
20130926T0000,86.0,58.0,66.708336
20130927T0000,97.0,57.0,77.541664
20130928T0000,95.0,50.0,71.875
20130929T0000,87.0,63.0,72.0
20130930T0000,74.0,49.0,59.958332
20131001T0000,99.0,68.0,82.666664
20131002T0000,97.0,60.0,82.583336
20131003T0000,95.0,57.0,78.708336
20131004T0000,93.0,55.0,79.083336
20131005T0000,98.0,86.0,93.75
20131006T0000,97.0,92.0,95.541664
20131007T0000,97.0,79.0,90.25
20131008T0000,98.0,72.0,83.125
20131009T0000,89.0,68.0,79.458336
20131010T0000,96.0,70.0,84.791664
20131011T0000,94.0,67.0,79.958336
20131012T0000,94.0,73.0,84.791664
20131013T0000,94.0,60.0,81.541664
20131014T0000,93.0,71.0,82.875
20131015T0000,92.0,57.0,73.333336
20131016T0000,97.0,63.0,81.166664
20131017T0000,94.0,62.0,77.791664
20131018T0000,90.0,59.0,74.333336
20131019T0000,89.0,64.0,76.0
20131020T0000,95.0,67.0,84.708336
20131021T0000,92.0,71.0,80.375
20131022T0000,89.0,64.0,77.791664
20131023T0000,94.0,71.0,81.166664
20131024T0000,87.0,65.0,77.0
20131025T0000,96.0,50.0,72.208336
20131026T0000,93.0,53.0,71.208336
20131027T0000,88.0,51.0,69.5
20131028T0000,87.0,38.0,60.958332
20131029T0000,88.0,61.0,73.5
20131030T0000,94.0,65.0,81.291664
20131031T0000,95.0,69.0,82.875
20131101T0000,92.0,72.0,83.25
20131102T0000,95.0,61.0,70.833336
20131103T0000,96.0,64.0,75.541664
20131104T0000,87.0,51.0,65.333336
20131105T0000,91.0,45.0,69.458336
20131106T0000,84.0,72.0,78.0
20131107T0000,80.0,53.0,68.5
20131108T0000,85.0,63.0,73.25
20131109T0000,77.0,41.0,61.833332
