location,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694
timestamp,max,min,mean
20151020T0000,94.0,54.0,77.875
20151021T0000,82.0,60.0,70.291664
20151022T0000,90.0,63.0,77.333336
20151023T0000,90.0,64.0,78.875
20151024T0000,95.0,54.0,71.416664
20151025T0000,94.0,59.0,75.666664
20151026T0000,92.0,57.0,77.75
20151027T0000,94.0,48.0,73.875
20151028T0000,93.0,53.0,70.125
20151029T0000,88.0,64.0,78.583336
20151030T0000,93.0,61.0,80.916664
20151031T0000,97.0,60.0,81.916664
20151101T0000,96.0,56.0,81.958336
20151102T0000,90.0,48.0,68.958336
20151103T0000,89.0,50.0,69.833336
20151104T0000,82.0,53.0,70.458336
20151105T0000,80.0,52.0,66.208336
20151106T0000,85.0,60.0,71.25
20151107T0000,91.0,63.0,76.5
20151108T0000,91.0,41.0,67.125
20151109T0000,89.0,53.0,71.166664
20151110T0000,91.0,59.0,79.041664
20151111T0000,77.0,19.0,55.791668
20151112T0000,81.0,49.0,68.625
20151113T0000,82.0,59.0,71.666664
20151114T0000,93.0,53.0,70.875
20151115T0000,68.0,32.0,49.791668
20151116T0000,75.0,40.0,55.708332
20151117T0000,79.0,53.0,69.833336
20151118T0000,84.0,56.0,72.625
20151119T0000,80.0,59.0,70.125
20151120T0000,94.0,61.0,79.416664
20151121T0000,94.0,69.0,79.666664
20151122T0000,91.0,63.0,80.791664
20151123T0000,96.0,71.0,85.25
20151124T0000,89.0,54.0,72.333336
20151125T0000,91.0,73.0,80.208336
20151126T0000,91.0,76.0,85.166664
20151127T0000,94.0,72.0,81.541664
20151128T0000,92.0,72.0,82.0
20151129T0000,80.0,71.0,75.208336
20151130T0000,80.0,69.0,74.666664
20151201T0000,87.0,69.0,76.958336
20151202T0000,97.0,69.0,82.75
20151203T0000,96.0,28.0,76.833336
20151204T0000,95.0,35.0,68.583336
20151205T0000,96.0,77.0,87.791664
20151206T0000,84.0,63.0,76.166664
20151207T0000,87.0,55.0,73.458336
20151208T0000,78.0,63.0,68.5
20151209T0000,94.0,75.0,86.541664
20151210T0000,93.0,29.0,69.625
20151211T0000,85.0,58.0,73.083336
20151212T0000,90.0,68.0,79.041664
20151213T0000,93.0,66.0,77.416664
20151214T0000,94.0,69.0,81.625
20151215T0000,86.0,66.0,78.666664
20151216T0000,89.0,68.0,80.958336
20151217T0000,92.0,65.0,80.666664
20151218T0000,88.0,70.0,79.125
20151219T0000,83.0,69.0,74.208336
20151220T0000,87.0,65.0,73.791664
20151221T0000,87.0,61.0,74.5
20151222T0000,87.0,66.0,76.791664
20151223T0000,93.0,68.0,80.458336
20151224T0000,89.0,51.0,74.708336
20151225T0000,90.0,69.0,80.291664
20151226T0000,82.0,68.0,73.958336
20151227T0000,82.0,60.0,69.791664
20151228T0000,79.0,35.0,57.625
20151229T0000,91.0,36.0,62.291668
20151230T0000,96.0,64.0,85.125
20151231T0000,96.0,69.0,83.25
20160101T0000,97.0,75.0,84.5
20160102T0000,94.0,75.0,86.083336
20160103T0000,84.0,56.0,71.708336
20160104T0000,84.0,67.0,77.0
20160105T0000,95.0,65.0,78.083336
20160106T0000,87.0,61.0,77.875
20160107T0000,90.0,74.0,83.958336
20160108T0000,94.0,57.0,83.166664
20160109T0000,97.0,74.0,88.291664
20160110T0000,85.0,61.0,75.833336
20160111T0000,95.0,65.0,80.291664
20160112T0000,82.0,71.0,76.708336
20160113T0000,85.0,74.0,78.666664
20160114T0000,93.0,54.0,82.416664
20160115T0000,93.0,62.0,80.458336
20160116T0000,93.0,62.0,81.416664
20160117T0000,95.0,52.0,75.375
20160118T0000,84.0,50.0,69.083336
20160119T0000,93.0,69.0,84.541664
20160120T0000,96.0,74.0,85.333336
20160121T0000,96.0,57.0,79.166664
20160122T0000,87.0,56.0,76.875
20160123T0000,97.0,74.0,86.0
20160124T0000,98.0,65.0,75.708336
20160125T0000,72.0,40.0,57.291668
20160126T0000,88.0,42.0,72.5
20160127T0000,84.0,60.0,75.333336
20160128T0000,97.0,54.0,79.041664
20160129T0000,97.0,76.0,83.958336
20160130T0000,84.0,52.0,70.958336
20160131T0000,90.0,76.0,82.708336
20160201T0000,83.0,65.0,74.791664
20160202T0000,84.0,62.0,73.875
20160203T0000,88.0,66.0,79.25
20160204T0000,89.0,63.0,81.875
20160205T0000,94.0,62.0,82.666664
20160206T0000,97.0,41.0,76.5
20160207T0000,96.0,76.0,84.708336
20160208T0000,80.0,56.0,67.125
20160209T0000,83.0,57.0,68.916664
20160210T0000,87.0,60.0,75.958336
20160211T0000,93.0,54.0,72.25
20160212T0000,92.0,51.0,74.916664
20160213T0000,91.0,60.0,76.833336
20160214T0000,89.0,72.0,79.083336
20160215T0000,95.0,67.0,81.666664
20160216T0000,96.0,55.0,75.625
20160217T0000,96.0,62.0,79.666664
20160218T0000,94.0,48.0,74.583336
20160219T0000,93.0,57.0,76.416664
20160220T0000,75.0,63.0,71.208336
20160221T0000,78.0,66.0,72.5
20160222T0000,86.0,60.0,74.208336
20160223T0000,90.0,67.0,81.083336
20160224T0000,95.0,53.0,79.5
20160225T0000,96.0,69.0,85.583336
20160226T0000,100.0,49.0,71.166664
20160227T0000,95.0,54.0,74.916664
20160228T0000,95.0,68.0,84.208336
20160229T0000,96.0,86.0,91.708336
20160301T0000,94.0,45.0,72.166664
20160302T0000,81.0,69.0,76.083336
20160303T0000,93.0,73.0,82.958336
20160304T0000,95.0,58.0,73.458336
20160305T0000,95.0,64.0,75.958336
20160306T0000,94.0,65.0,80.0
20160307T0000,91.0,48.0,70.291664
20160308T0000,90.0,62.0,75.875
20160309T0000,86.0,41.0,65.666664
20160310T0000,96.0,51.0,72.625
20160311T0000,95.0,47.0,77.25
20160312T0000,96.0,54.0,76.083336
20160313T0000,90.0,49.0,68.541664
20160314T0000,81.0,49.0,65.541664
20160315T0000,96.0,59.0,81.958336
20160316T0000,80.0,38.0,61.666668
20160317T0000,90.0,54.0,76.25
20160318T0000,93.0,51.0,71.291664
20160319T0000,93.0,63.0,76.5
20160320T0000,95.0,60.0,81.875
20160321T0000,92.0,60.0,78.625
20160322T0000,96.0,46.0,73.375
20160323T0000,95.0,63.0,78.166664
20160324T0000,95.0,50.0,71.291664
20160325T0000,87.0,69.0,75.791664
20160326T0000,90.0,41.0,70.666664
20160327T0000,92.0,52.0,66.458336
20160328T0000,94.0,52.0,67.0
20160329T0000,95.0,53.0,67.375
20160330T0000,94.0,56.0,73.208336
20160331T0000,96.0,41.0,64.958336
20160401T0000,97.0,63.0,83.25
20160402T0000,91.0,54.0,73.75
20160403T0000,79.0,50.0,66.333336
20160404T0000,78.0,59.0,68.666664
20160405T0000,97.0,65.0,83.333336
20160406T0000,94.0,60.0,75.5
20160407T0000,87.0,58.0,71.125
20160408T0000,89.0,56.0,74.041664
20160409T0000,84.0,54.0,67.875
20160410T0000,83.0,45.0,63.541668
20160411T0000,86.0,49.0,66.583336
20160412T0000,90.0,40.0,64.916664
20160413T0000,94.0,66.0,77.666664
20160414T0000,89.0,49.0,69.666664
20160415T0000,93.0,54.0,74.208336
20160416T0000,94.0,49.0,72.375
20160417T0000,93.0,63.0,81.25
20160418T0000,94.0,67.0,82.0
20160419T0000,90.0,47.0,66.875
20160420T0000,92.0,44.0,66.083336
20160421T0000,88.0,43.0,66.291664
20160422T0000,94.0,65.0,76.0
20160423T0000,96.0,79.0,87.916664
20160424T0000,92.0,43.0,71.625
20160425T0000,89.0,44.0,66.958336
20160426T0000,89.0,69.0,79.458336
20160427T0000,89.0,49.0,67.666664
20160428T0000,71.0,44.0,53.958332
20160429T0000,76.0,48.0,59.666668
20160430T0000,94.0,39.0,71.083336
20160501T0000,95.0,76.0,87.875
20160502T0000,97.0,57.0,77.791664
20160503T0000,80.0,60.0,70.75
20160504T0000,86.0,46.0,65.083336
20160505T0000,82.0,39.0,59.958332
20160506T0000,88.0,39.0,55.833332
20160507T0000,85.0,35.0,57.833332
20160508T0000,79.0,38.0,61.5
20160509T0000,84.0,52.0,65.916664
20160510T0000,81.0,56.0,65.375
20160511T0000,96.0,70.0,80.75
20160512T0000,94.0,70.0,85.083336
20160513T0000,91.0,82.0,86.333336
20160514T0000,95.0,73.0,81.958336
20160515T0000,85.0,51.0,67.333336
20160516T0000,90.0,58.0,71.625
20160517T0000,92.0,50.0,71.333336
20160518T0000,91.0,48.0,68.875
20160519T0000,92.0,63.0,75.208336
20160520T0000,87.0,41.0,65.0
20160521T0000,90.0,49.0,67.75
20160522T0000,87.0,46.0,66.875
20160523T0000,92.0,70.0,84.208336
20160524T0000,92.0,62.0,79.958336
20160525T0000,96.0,50.0,69.791664
20160526T0000,87.0,48.0,66.25
20160527T0000,93.0,44.0,70.0
20160528T0000,96.0,56.0,75.958336
20160529T0000,98.0,76.0,87.5
20160530T0000,90.0,62.0,76.541664
20160531T0000,86.0,57.0,73.208336
20160601T0000,89.0,59.0,72.708336
20160602T0000,94.0,58.0,80.458336
20160603T0000,95.0,78.0,87.0
20160604T0000,92.0,63.0,80.791664
20160605T0000,98.0,70.0,82.25
20160606T0000,98.0,50.0,72.25
20160607T0000,84.0,59.0,71.541664
20160608T0000,95.0,70.0,82.125
20160609T0000,96.0,52.0,73.541664
20160610T0000,88.0,47.0,66.291664
20160611T0000,92.0,61.0,72.708336
20160612T0000,89.0,74.0,80.541664
20160613T0000,94.0,69.0,86.25
20160614T0000,94.0,64.0,77.375
20160615T0000,86.0,58.0,72.125
20160616T0000,97.0,71.0,85.166664
20160617T0000,92.0,53.0,70.375
20160618T0000,88.0,69.0,76.75
20160619T0000,90.0,70.0,81.166664
20160620T0000,97.0,52.0,71.208336
20160621T0000,95.0,74.0,84.541664
20160622T0000,96.0,54.0,75.291664
20160623T0000,88.0,49.0,67.75
20160624T0000,90.0,45.0,66.75
20160625T0000,94.0,66.0,81.041664
20160626T0000,92.0,51.0,70.791664
20160627T0000,82.0,47.0,66.083336
20160628T0000,85.0,59.0,72.708336
20160629T0000,85.0,55.0,71.125
20160630T0000,84.0,69.0,74.875
20160701T0000,83.0,53.0,67.708336
20160702T0000,85.0,64.0,73.5
20160703T0000,78.0,48.0,65.291664
20160704T0000,88.0,53.0,69.708336
20160705T0000,94.0,47.0,67.666664
20160706T0000,80.0,48.0,64.875
20160707T0000,81.0,44.0,63.25
20160708T0000,89.0,46.0,64.708336
20160709T0000,81.0,47.0,64.791664
20160710T0000,90.0,41.0,63.625
20160711T0000,97.0,58.0,78.125
20160712T0000,95.0,79.0,87.791664
20160713T0000,88.0,64.0,76.0
20160714T0000,87.0,68.0,78.583336
20160715T0000,85.0,49.0,66.666664
20160716T0000,88.0,43.0,63.541668
20160717T0000,79.0,44.0,60.291668
20160718T0000,86.0,46.0,66.458336
20160719T0000,84.0,39.0,61.333332
20160720T0000,83.0,37.0,59.958332
20160721T0000,82.0,52.0,65.458336
20160722T0000,94.0,62.0,80.291664
20160723T0000,92.0,62.0,78.875
20160724T0000,90.0,60.0,75.791664
20160725T0000,94.0,58.0,74.958336
20160726T0000,94.0,49.0,74.875
20160727T0000,92.0,44.0,70.0
20160728T0000,82.0,55.0,68.625
20160729T0000,87.0,50.0,66.583336
20160730T0000,82.0,45.0,63.833332
20160731T0000,92.0,71.0,84.416664
20160801T0000,96.0,45.0,69.291664
20160802T0000,77.0,49.0,65.125
20160803T0000,77.0,37.0,57.708332
20160804T0000,95.0,40.0,62.166668
20160805T0000,95.0,66.0,80.666664
20160806T0000,83.0,46.0,64.083336
20160807T0000,84.0,49.0,64.708336
20160808T0000,78.0,47.0,61.708332
20160809T0000,79.0,59.0,70.666664
20160810T0000,78.0,43.0,60.916668
20160811T0000,81.0,40.0,59.0
20160812T0000,76.0,48.0,61.333332
20160813T0000,86.0,42.0,63.083332
20160814T0000,87.0,43.0,63.791668
20160815T0000,88.0,42.0,64.416664
20160816T0000,88.0,42.0,64.875
20160817T0000,88.0,42.0,64.25
20160818T0000,86.0,52.0,71.166664
20160819T0000,87.0,51.0,66.25
20160820T0000,87.0,65.0,77.5
20160821T0000,85.0,40.0,60.041668
20160822T0000,72.0,40.0,57.291668
20160823T0000,81.0,42.0,62.625
20160824T0000,85.0,45.0,66.541664
20160825T0000,88.0,40.0,66.208336
20160826T0000,85.0,34.0,59.583332
20160827T0000,76.0,36.0,58.5
20160828T0000,68.0,30.0,51.041668
20160829T0000,77.0,43.0,60.125
20160830T0000,92.0,40.0,67.458336
20160831T0000,92.0,42.0,66.583336
20160901T0000,73.0,40.0,56.541668
20160902T0000,76.0,36.0,56.083332
20160903T0000,83.0,33.0,55.375
20160904T0000,86.0,37.0,58.291668
20160905T0000,92.0,52.0,71.708336
20160906T0000,81.0,50.0,66.291664
20160907T0000,92.0,45.0,69.708336
20160908T0000,85.0,38.0,61.0
20160909T0000,86.0,48.0,63.166668
20160910T0000,84.0,45.0,64.375
20160911T0000,79.0,42.0,62.958332
20160912T0000,84.0,41.0,64.583336
20160913T0000,81.0,36.0,57.291668
20160914T0000,86.0,42.0,63.208332
20160915T0000,87.0,64.0,74.791664
20160916T0000,85.0,43.0,64.333336
20160917T0000,87.0,58.0,76.75
20160918T0000,93.0,84.0,89.708336
20160919T0000,94.0,62.0,78.791664
20160920T0000,90.0,57.0,72.291664
20160921T0000,82.0,47.0,65.5
20160922T0000,81.0,44.0,62.583332
20160923T0000,82.0,43.0,61.916668
20160924T0000,83.0,42.0,66.541664
20160925T0000,80.0,44.0,62.375
20160926T0000,95.0,60.0,76.625
20160927T0000,93.0,56.0,74.5
20160928T0000,86.0,41.0,64.083336
20160929T0000,75.0,40.0,56.041668
20160930T0000,74.0,37.0,50.458332
20161001T0000,84.0,56.0,72.958336
20161002T0000,84.0,51.0,70.583336
20161003T0000,73.0,44.0,59.75
20161004T0000,88.0,44.0,67.0
20161005T0000,76.0,36.0,56.125
20161006T0000,93.0,45.0,69.75
20161007T0000,91.0,55.0,71.416664
20161008T0000,80.0,52.0,66.875
20161009T0000,91.0,61.0,77.041664
20161010T0000,91.0,45.0,67.625
20161011T0000,82.0,43.0,63.416668
20161012T0000,87.0,42.0,66.291664
20161013T0000,89.0,47.0,69.041664
20161014T0000,88.0,61.0,75.833336
20161015T0000,86.0,44.0,68.208336
20161016T0000,92.0,45.0,68.291664
20161017T0000,91.0,55.0,72.875
20161018T0000,93.0,60.0,77.541664
20161019T0000,84.0,59.0,69.791664
20161020T0000,84.0,59.0,73.208336
20161021T0000,87.0,62.0,75.166664
20161022T0000,83.0,49.0,67.416664
20161023T0000,86.0,61.0,75.75
20161024T0000,96.0,53.0,73.041664
20161025T0000,97.0,77.0,88.125
20161026T0000,97.0,68.0,86.416664
20161027T0000,94.0,63.0,80.583336
20161028T0000,93.0,52.0,74.541664
20161029T0000,97.0,61.0,81.75
20161030T0000,95.0,62.0,80.416664
20161031T0000,94.0,58.0,76.375
20161101T0000,83.0,46.0,71.25
20161102T0000,93.0,66.0,80.791664
20161103T0000,97.0,50.0,75.875
20161104T0000,86.0,48.0,67.541664
20161105T0000,92.0,67.0,80.541664
20161106T0000,88.0,64.0,78.416664
20161107T0000,87.0,57.0,74.375
20161108T0000,91.0,54.0,77.25
20161109T0000,89.0,58.0,76.375
20161110T0000,87.0,71.0,82.5
20161111T0000,90.0,70.0,80.833336
20161112T0000,92.0,62.0,81.583336
20161113T0000,89.0,52.0,70.375
20161114T0000,88.0,61.0,77.208336
20161115T0000,80.0,43.0,62.5
20161116T0000,92.0,70.0,84.375
20161117T0000,83.0,67.0,74.583336
20161118T0000,83.0,57.0,70.666664
20161119T0000,93.0,61.0,77.583336
20161120T0000,96.0,39.0,73.541664
20161121T0000,89.0,60.0,73.791664
20161122T0000,94.0,71.0,83.666664
20161123T0000,96.0,69.0,82.25
20161124T0000,98.0,77.0,89.0
20161125T0000,96.0,78.0,86.583336
20161126T0000,94.0,69.0,83.541664
20161127T0000,95.0,68.0,80.208336
20161128T0000,75.0,37.0,54.708332
20161129T0000,66.0,43.0,55.75
20161130T0000,81.0,62.0,72.375
20161201T0000,76.0,38.0,57.0
20161202T0000,92.0,51.0,72.208336
20161203T0000,96.0,56.0,79.833336
20161204T0000,82.0,60.0,74.833336
20161205T0000,92.0,65.0,78.541664
20161206T0000,95.0,60.0,78.541664
20161207T0000,97.0,38.0,72.666664
20161208T0000,68.0,35.0,53.208332
20161209T0000,70.0,41.0,54.0
20161210T0000,71.0,54.0,59.833332
20161211T0000,91.0,54.0,72.666664
20161212T0000,94.0,72.0,83.458336
20161213T0000,84.0,65.0,77.875
20161214T0000,82.0,51.0,68.541664
20161215T0000,83.0,57.0,68.0
20161216T0000,97.0,61.0,79.5
20161217T0000,83.0,61.0,68.125
20161218T0000,93.0,67.0,79.916664
20161219T0000,95.0,57.0,81.333336
20161220T0000,95.0,63.0,80.041664
20161221T0000,85.0,61.0,74.291664
20161222T0000,84.0,64.0,74.416664
20161223T0000,96.0,79.0,87.625
20161224T0000,89.0,69.0,80.875
20161225T0000,86.0,55.0,70.458336
20161226T0000,92.0,73.0,81.75
20161227T0000,98.0,72.0,83.375
20161228T0000,93.0,70.0,82.625
20161229T0000,92.0,73.0,81.541664
20161230T0000,93.0,72.0,82.625
20161231T0000,73.0,51.0,64.208336
20170101T0000,75.0,54.0,63.25
20170102T0000,95.0,68.0,83.708336
20170103T0000,93.0,65.0,79.75
20170104T0000,89.0,68.0,79.75
20170105T0000,86.0,67.0,77.666664
20170106T0000,80.0,48.0,65.416664
20170107T0000,85.0,42.0,59.0
20170108T0000,90.0,66.0,79.958336
20170109T0000,91.0,66.0,80.291664
20170110T0000,100.0,72.0,88.166664
20170111T0000,100.0,62.0,83.208336
20170112T0000,91.0,61.0,75.125
20170113T0000,89.0,66.0,76.791664
20170114T0000,94.0,73.0,84.041664
20170115T0000,95.0,65.0,84.666664
20170116T0000,90.0,60.0,77.958336
20170117T0000,78.0,54.0,66.541664
20170118T0000,72.0,59.0,66.666664
20170119T0000,86.0,64.0,74.125
20170120T0000,88.0,69.0,80.666664
20170121T0000,87.0,71.0,78.833336
20170122T0000,89.0,73.0,79.208336
20170123T0000,91.0,68.0,82.541664
20170124T0000,91.0,70.0,83.916664
20170125T0000,88.0,67.0,76.333336
20170126T0000,83.0,69.0,76.875
20170127T0000,91.0,63.0,74.166664
20170128T0000,92.0,56.0,73.416664
20170129T0000,91.0,69.0,81.75
20170130T0000,91.0,62.0,79.25
20170131T0000,95.0,84.0,90.333336
20170201T0000,97.0,77.0,86.5
20170202T0000,97.0,67.0,77.875
20170203T0000,92.0,55.0,70.791664
20170204T0000,93.0,62.0,78.375
20170205T0000,92.0,71.0,82.083336
20170206T0000,97.0,77.0,88.416664
20170207T0000,93.0,65.0,85.208336
20170208T0000,95.0,73.0,85.583336
20170209T0000,96.0,58.0,80.0
20170210T0000,87.0,62.0,77.166664
20170211T0000,93.0,50.0,72.5
20170212T0000,87.0,57.0,68.416664
20170213T0000,90.0,60.0,78.083336
20170214T0000,95.0,58.0,80.291664
20170215T0000,84.0,64.0,70.666664
20170216T0000,81.0,61.0,68.833336
20170217T0000,97.0,68.0,82.458336
20170218T0000,93.0,58.0,75.708336
20170219T0000,93.0,60.0,76.791664
20170220T0000,86.0,58.0,74.916664
20170221T0000,83.0,73.0,78.25
20170222T0000,82.0,57.0,71.791664
20170223T0000,81.0,40.0,65.791664
20170224T0000,93.0,64.0,76.083336
20170225T0000,97.0,43.0,72.583336
20170226T0000,65.0,46.0,54.166668
20170227T0000,73.0,42.0,56.041668
20170228T0000,85.0,57.0,73.958336
20170301T0000,84.0,56.0,71.541664
20170302T0000,83.0,45.0,63.041668
20170303T0000,91.0,46.0,68.041664
20170304T0000,91.0,42.0,68.041664
20170305T0000,84.0,48.0,69.875
20170306T0000,94.0,68.0,82.208336
20170307T0000,88.0,63.0,78.458336
20170308T0000,84.0,52.0,75.208336
20170309T0000,93.0,79.0,84.708336
20170310T0000,97.0,49.0,72.458336
20170311T0000,80.0,37.0,58.0
20170312T0000,75.0,44.0,60.375
20170313T0000,70.0,52.0,63.041668
20170314T0000,74.0,53.0,61.916668
20170315T0000,94.0,63.0,80.541664
20170316T0000,96.0,57.0,76.416664
20170317T0000,80.0,56.0,69.25
20170318T0000,83.0,66.0,75.166664
20170319T0000,90.0,67.0,77.041664
20170320T0000,94.0,55.0,76.833336
20170321T0000,95.0,61.0,78.708336
20170322T0000,95.0,64.0,81.041664
20170323T0000,90.0,51.0,69.5
20170324T0000,93.0,59.0,78.958336
20170325T0000,97.0,55.0,76.875
20170326T0000,90.0,62.0,77.625
20170327T0000,86.0,46.0,61.375
20170328T0000,73.0,48.0,62.333332
20170329T0000,83.0,45.0,66.916664
20170330T0000,85.0,47.0,64.416664
20170331T0000,74.0,39.0,56.041668
20170401T0000,79.0,51.0,64.458336
20170402T0000,94.0,64.0,80.708336
20170403T0000,97.0,63.0,80.958336
20170404T0000,96.0,52.0,75.041664
20170405T0000,90.0,52.0,71.208336
20170406T0000,88.0,55.0,70.791664
20170407T0000,79.0,50.0,65.5
20170408T0000,89.0,56.0,70.958336
20170409T0000,98.0,46.0,68.583336
20170410T0000,82.0,43.0,61.583332
20170411T0000,90.0,56.0,72.666664
20170412T0000,87.0,42.0,66.375
20170413T0000,84.0,54.0,68.875
20170414T0000,85.0,51.0,68.5
20170415T0000,86.0,60.0,74.5
20170416T0000,88.0,57.0,72.333336
20170417T0000,87.0,59.0,72.875
20170418T0000,96.0,45.0,67.458336
20170419T0000,95.0,43.0,67.875
20170420T0000,81.0,38.0,57.333332
20170421T0000,69.0,35.0,47.833332
20170422T0000,90.0,51.0,64.125
20170423T0000,93.0,44.0,67.375
20170424T0000,77.0,42.0,58.833332
20170425T0000,94.0,70.0,82.875
20170426T0000,95.0,72.0,85.333336
20170427T0000,96.0,63.0,80.333336
20170428T0000,83.0,44.0,62.583332
20170429T0000,82.0,42.0,63.125
20170430T0000,79.0,37.0,58.375
20170501T0000,81.0,58.0,69.666664
20170502T0000,85.0,48.0,69.583336
20170503T0000,86.0,56.0,69.625
20170504T0000,91.0,55.0,74.458336
20170505T0000,92.0,45.0,69.291664
20170506T0000,85.0,45.0,74.083336
20170507T0000,93.0,64.0,78.416664
20170508T0000,93.0,63.0,77.666664
20170509T0000,89.0,51.0,71.333336
20170510T0000,82.0,39.0,60.833332
20170511T0000,93.0,37.0,70.333336
20170512T0000,90.0,51.0,70.916664
20170513T0000,87.0,55.0,71.5
20170514T0000,92.0,64.0,76.25
20170515T0000,89.0,47.0,67.083336
20170516T0000,82.0,47.0,62.291668
20170517T0000,74.0,38.0,59.0
20170518T0000,86.0,51.0,73.208336
20170519T0000,88.0,75.0,81.416664
20170520T0000,88.0,53.0,68.083336
20170521T0000,86.0,37.0,64.416664
20170522T0000,88.0,46.0,65.666664
20170523T0000,73.0,48.0,60.666668
20170524T0000,90.0,43.0,64.916664
20170525T0000,94.0,57.0,72.333336
20170526T0000,93.0,42.0,65.708336
20170527T0000,81.0,43.0,61.416668
20170528T0000,86.0,37.0,59.083332
20170529T0000,76.0,38.0,52.375
20170530T0000,83.0,42.0,65.291664
20170531T0000,94.0,55.0,73.5
20170601T0000,90.0,62.0,72.041664
20170602T0000,83.0,49.0,66.125
20170603T0000,95.0,50.0,71.416664
20170604T0000,90.0,46.0,70.333336
20170605T0000,87.0,67.0,77.25
20170606T0000,92.0,46.0,67.5
20170607T0000,81.0,46.0,61.875
20170608T0000,89.0,38.0,58.708332
20170609T0000,87.0,50.0,67.25
20170610T0000,94.0,34.0,61.458332
20170611T0000,89.0,37.0,57.791668
20170612T0000,80.0,61.0,70.708336
20170613T0000,95.0,45.0,70.458336
20170614T0000,86.0,51.0,68.541664
20170615T0000,84.0,47.0,66.291664
20170616T0000,88.0,40.0,64.25
20170617T0000,85.0,47.0,65.666664
20170618T0000,89.0,39.0,63.0
20170619T0000,84.0,41.0,61.333332
20170620T0000,73.0,35.0,55.791668
20170621T0000,76.0,36.0,54.416668
20170622T0000,67.0,38.0,52.625
20170623T0000,78.0,54.0,65.0
20170624T0000,81.0,50.0,66.25
20170625T0000,83.0,44.0,61.791668
20170626T0000,82.0,44.0,62.291668
20170627T0000,79.0,43.0,61.791668
20170628T0000,86.0,53.0,66.0
20170629T0000,88.0,49.0,72.875
20170630T0000,85.0,37.0,62.541668
20170701T0000,82.0,53.0,70.0
20170702T0000,88.0,62.0,77.583336
20170703T0000,82.0,45.0,64.5
20170704T0000,80.0,46.0,61.083332
20170705T0000,80.0,39.0,58.208332
20170706T0000,77.0,33.0,54.458332
20170707T0000,65.0,39.0,51.041668
20170708T0000,84.0,39.0,58.666668
20170709T0000,94.0,42.0,71.541664
20170710T0000,88.0,58.0,71.291664
20170711T0000,89.0,57.0,74.25
20170712T0000,85.0,44.0,67.708336
20170713T0000,90.0,49.0,69.166664
20170714T0000,75.0,51.0,65.875
20170715T0000,82.0,43.0,60.75
20170716T0000,78.0,39.0,57.583332
20170717T0000,84.0,43.0,61.75
20170718T0000,86.0,45.0,64.666664
20170719T0000,90.0,28.0,52.416668
20170720T0000,87.0,38.0,62.625
20170721T0000,84.0,51.0,67.833336
20170722T0000,91.0,39.0,65.5
20170723T0000,89.0,39.0,63.041668
20170724T0000,82.0,56.0,67.666664
20170725T0000,86.0,67.0,77.791664
20170726T0000,83.0,43.0,63.333332
20170727T0000,89.0,50.0,68.833336
20170728T0000,78.0,39.0,57.833332
20170729T0000,77.0,40.0,59.083332
20170730T0000,93.0,44.0,64.208336
20170731T0000,88.0,41.0,66.083336
20170801T0000,93.0,31.0,62.833332
20170802T0000,96.0,39.0,71.625
20170803T0000,84.0,45.0,60.833332
20170804T0000,76.0,39.0,61.125
20170805T0000,77.0,47.0,60.666668
20170806T0000,81.0,51.0,64.875
20170807T0000,87.0,37.0,63.166668
20170808T0000,93.0,47.0,77.5
20170809T0000,87.0,46.0,66.0
20170810T0000,89.0,57.0,79.375
20170811T0000,91.0,71.0,81.458336
20170812T0000,82.0,44.0,63.5
20170813T0000,79.0,54.0,67.875
20170814T0000,90.0,44.0,65.125
20170815T0000,88.0,33.0,58.708332
20170816T0000,88.0,50.0,67.041664
20170817T0000,78.0,47.0,62.208332
20170818T0000,85.0,41.0,66.958336
20170819T0000,88.0,37.0,62.291668
20170820T0000,72.0,42.0,56.625
20170821T0000,74.0,36.0,54.541668
20170822T0000,78.0,43.0,56.5
20170823T0000,87.0,41.0,63.083332
20170824T0000,81.0,46.0,63.375
20170825T0000,80.0,33.0,57.125
20170826T0000,64.0,31.0,43.666668
20170827T0000,68.0,37.0,50.833332
20170828T0000,74.0,35.0,54.25
20170829T0000,78.0,32.0,57.083332
20170830T0000,86.0,30.0,59.75
20170831T0000,88.0,76.0,83.875
20170901T0000,90.0,59.0,78.791664
20170902T0000,89.0,52.0,71.833336
20170903T0000,81.0,44.0,62.75
20170904T0000,76.0,35.0,54.0
20170905T0000,72.0,46.0,59.75
20170906T0000,82.0,49.0,64.25
20170907T0000,74.0,41.0,58.458332
20170908T0000,76.0,42.0,59.708332
20170909T0000,78.0,49.0,61.125
20170910T0000,91.0,45.0,66.916664
20170911T0000,74.0,50.0,61.583332
20170912T0000,75.0,51.0,64.125
20170913T0000,74.0,52.0,59.708332
20170914T0000,83.0,52.0,63.25
20170915T0000,75.0,43.0,59.75
20170916T0000,88.0,54.0,73.708336
20170917T0000,86.0,55.0,71.666664
20170918T0000,88.0,56.0,69.875
20170919T0000,82.0,64.0,72.708336
20170920T0000,86.0,45.0,65.25
20170921T0000,80.0,33.0,57.333332
20170922T0000,70.0,41.0,57.041668
20170923T0000,79.0,43.0,63.125
20170924T0000,91.0,43.0,66.916664
20170925T0000,80.0,43.0,61.333332
20170926T0000,74.0,43.0,60.041668
20170927T0000,83.0,51.0,66.041664
