timestamp,max,min,mean
19930109T0000,100.0,73.0,94.083336
19930110T0000,100.0,68.0,90.583336
19930111T0000,100.0,64.0,84.5
19930112T0000,100.0,75.0,94.0
19930113T0000,100.0,73.0,91.583336
19930114T0000,97.0,82.0,94.0
19930115T0000,98.0,68.0,87.5
19930116T0000,97.0,70.0,87.208336
19930117T0000,92.0,58.0,76.458336
19930118T0000,98.0,74.0,88.583336
19930119T0000,98.0,80.0,91.708336
19930120T0000,100.0,66.0,88.166664
19930121T0000,98.0,79.0,89.0
19930122T0000,98.0,63.0,79.708336
19930123T0000,94.0,71.0,89.166664
19930124T0000,94.0,71.0,83.75
19930125T0000,92.0,69.0,80.625
19930126T0000,90.0,46.0,69.416664
19930127T0000,99.0,88.0,93.5
19930128T0000,100.0,82.0,94.958336
19930129T0000,100.0,80.0,93.833336
19930130T0000,100.0,79.0,93.166664
19930131T0000,100.0,62.0,86.25
19930201T0000,97.0,58.0,80.0
19930202T0000,100.0,61.0,84.791664
19930203T0000,97.0,63.0,84.833336
19930204T0000,100.0,64.0,82.541664
19930205T0000,99.0,57.0,81.375
19930206T0000,98.0,60.0,78.333336
19930207T0000,100.0,56.0,77.416664
19930208T0000,100.0,66.0,88.291664
19930209T0000,97.0,60.0,83.916664
19930210T0000,100.0,61.0,82.333336
19930211T0000,97.0,57.0,80.333336
19930212T0000,95.0,57.0,77.583336
19930213T0000,93.0,55.0,76.5
19930214T0000,94.0,55.0,75.25
19930215T0000,93.0,62.0,78.708336
19930216T0000,96.0,56.0,79.958336
19930217T0000,96.0,83.0,89.25
19930218T0000,100.0,61.0,85.791664
19930219T0000,99.0,82.0,93.166664
19930220T0000,96.0,78.0,91.0
19930221T0000,98.0,79.0,94.0
19930222T0000,96.0,62.0,81.875
19930223T0000,95.0,66.0,81.75
19930224T0000,91.0,63.0,81.75
19930225T0000,96.0,54.0,77.541664
19930226T0000,99.0,57.0,81.208336
19930227T0000,96.0,64.0,82.25
19930228T0000,96.0,71.0,87.75
19930301T0000,100.0,70.0,88.708336
19930302T0000,97.0,62.0,85.125
19930303T0000,96.0,74.0,87.75
19930304T0000,96.0,64.0,83.958336
19930305T0000,94.0,58.0,78.458336
19930306T0000,96.0,61.0,81.291664
19930307T0000,97.0,78.0,90.041664
19930308T0000,99.0,57.0,81.0
19930309T0000,95.0,50.0,76.333336
19930310T0000,98.0,49.0,73.875
19930311T0000,96.0,48.0,74.041664
19930312T0000,100.0,51.0,77.125
19930313T0000,100.0,49.0,77.833336
19930314T0000,100.0,45.0,77.75
19930315T0000,99.0,46.0,75.208336
19930316T0000,100.0,56.0,84.25
19930317T0000,100.0,71.0,89.25
19930318T0000,100.0,54.0,82.208336
19930319T0000,100.0,48.0,80.208336
19930320T0000,100.0,46.0,76.958336
19930321T0000,100.0,69.0,88.125
19930322T0000,100.0,68.0,91.125
19930323T0000,100.0,68.0,84.333336
19930324T0000,86.0,41.0,65.375
19930325T0000,92.0,53.0,69.875
19930326T0000,88.0,53.0,72.75
19930327T0000,96.0,42.0,67.583336
19930328T0000,98.0,32.0,69.375
19930329T0000,90.0,39.0,60.166668
19930330T0000,74.0,29.0,53.416668
19930331T0000,100.0,39.0,68.166664
19930401T0000,98.0,36.0,74.291664
19930402T0000,97.0,64.0,80.916664
19930403T0000,100.0,66.0,83.458336
19930404T0000,100.0,74.0,88.875
19930405T0000,97.0,36.0,72.375
19930406T0000,99.0,59.0,85.416664
19930407T0000,100.0,80.0,92.666664
19930408T0000,100.0,77.0,90.916664
19930409T0000,100.0,44.0,75.208336
19930410T0000,100.0,69.0,85.541664
19930411T0000,100.0,57.0,78.291664
19930412T0000,99.0,46.0,78.708336
19930413T0000,99.0,55.0,78.25
19930414T0000,100.0,52.0,80.25
19930415T0000,100.0,51.0,81.25
19930416T0000,100.0,59.0,82.208336
19930417T0000,100.0,59.0,80.0
19930418T0000,100.0,74.0,92.083336
19930419T0000,100.0,55.0,83.333336
19930420T0000,100.0,42.0,74.166664
19930421T0000,100.0,38.0,72.625
19930422T0000,98.0,41.0,71.083336
19930423T0000,100.0,40.0,71.458336
19930424T0000,99.0,37.0,66.208336
19930425T0000,100.0,45.0,70.625
19930426T0000,100.0,53.0,80.875
19930427T0000,100.0,49.0,77.458336
19930428T0000,100.0,47.0,80.25
19930429T0000,100.0,49.0,79.166664
19930430T0000,100.0,60.0,80.375
19930501T0000,99.0,56.0,78.583336
19930502T0000,100.0,62.0,78.833336
19930503T0000,100.0,76.0,87.333336
19930504T0000,97.0,73.0,87.333336
19930505T0000,90.0,66.0,80.291664
19930506T0000,99.0,67.0,88.25
19930507T0000,100.0,74.0,87.375
19930508T0000,100.0,41.0,76.375
19930509T0000,100.0,52.0,79.708336
19930510T0000,100.0,42.0,74.416664
19930511T0000,99.0,58.0,87.25
19930512T0000,98.0,79.0,87.875
19930513T0000,100.0,65.0,85.083336
19930514T0000,99.0,70.0,86.958336
19930515T0000,100.0,58.0,83.833336
19930516T0000,100.0,60.0,78.291664
19930517T0000,98.0,43.0,74.375
19930518T0000,100.0,47.0,73.833336
19930519T0000,100.0,54.0,80.791664
19930520T0000,100.0,50.0,84.083336
19930521T0000,100.0,64.0,83.875
19930522T0000,100.0,39.0,68.666664
19930523T0000,100.0,41.0,72.416664
19930524T0000,100.0,42.0,73.791664
19930525T0000,100.0,43.0,77.083336
19930526T0000,96.0,49.0,76.5
19930527T0000,100.0,65.0,86.75
19930528T0000,100.0,53.0,82.333336
19930529T0000,99.0,42.0,72.583336
19930530T0000,98.0,46.0,78.833336
19930531T0000,97.0,55.0,76.083336
19930601T0000,99.0,47.0,72.208336
19930602T0000,94.0,74.0,89.125
19930603T0000,95.0,87.0,91.791664
19930604T0000,100.0,65.0,84.041664
19930605T0000,100.0,56.0,81.708336
19930606T0000,99.0,46.0,72.541664
19930607T0000,98.0,47.0,70.75
19930608T0000,100.0,55.0,78.625
19930609T0000,97.0,47.0,74.5
19930610T0000,98.0,73.0,88.458336
19930611T0000,100.0,84.0,92.958336
19930612T0000,93.0,58.0,72.25
19930613T0000,97.0,75.0,87.0
19930614T0000,98.0,77.0,91.416664
19930615T0000,97.0,83.0,92.083336
19930616T0000,93.0,54.0,75.5
19930617T0000,96.0,65.0,85.541664
19930618T0000,100.0,51.0,72.0
19930619T0000,100.0,48.0,73.416664
19930620T0000,95.0,70.0,82.291664
19930621T0000,100.0,54.0,79.75
19930622T0000,100.0,66.0,84.833336
19930623T0000,100.0,79.0,90.375
19930624T0000,98.0,53.0,77.375
19930625T0000,100.0,50.0,67.833336
19930626T0000,84.0,54.0,68.75
19930627T0000,100.0,65.0,78.125
19930628T0000,99.0,51.0,78.875
19930629T0000,98.0,48.0,73.583336
19930630T0000,100.0,85.0,91.791664
19930701T0000,98.0,54.0,79.583336
19930702T0000,100.0,77.0,90.375
19930703T0000,99.0,62.0,79.75
19930704T0000,100.0,50.0,76.5
19930705T0000,100.0,53.0,80.75
19930706T0000,96.0,57.0,79.25
19930707T0000,100.0,49.0,68.125
19930708T0000,89.0,44.0,63.625
19930709T0000,100.0,39.0,67.375
19930710T0000,98.0,88.0,93.416664
19930711T0000,98.0,63.0,81.708336
19930712T0000,99.0,69.0,87.666664
19930713T0000,100.0,53.0,76.916664
19930714T0000,95.0,53.0,74.291664
19930715T0000,100.0,55.0,82.458336
19930716T0000,100.0,46.0,79.541664
19930717T0000,99.0,48.0,75.791664
19930718T0000,100.0,56.0,76.458336
19930719T0000,96.0,63.0,81.625
19930720T0000,94.0,66.0,82.541664
19930721T0000,94.0,68.0,81.875
19930722T0000,94.0,64.0,76.541664
19930723T0000,79.0,54.0,64.125
19930724T0000,90.0,49.0,69.166664
19930725T0000,96.0,45.0,74.416664
19930726T0000,71.0,52.0,61.666668
19930727T0000,76.0,44.0,56.708332
19930728T0000,96.0,63.0,83.25
19930729T0000,100.0,36.0,71.708336
19930730T0000,99.0,37.0,69.083336
19930731T0000,96.0,47.0,73.125
19930801T0000,96.0,49.0,68.541664
19930802T0000,100.0,40.0,68.125
19930803T0000,89.0,39.0,63.083332
19930804T0000,95.0,48.0,70.875
19930805T0000,93.0,44.0,64.666664
19930806T0000,88.0,43.0,63.791668
19930807T0000,95.0,45.0,67.041664
19930808T0000,100.0,43.0,71.916664
19930809T0000,89.0,44.0,62.5
19930810T0000,95.0,65.0,88.375
19930811T0000,97.0,43.0,70.875
19930812T0000,89.0,41.0,63.291668
19930813T0000,94.0,53.0,71.291664
19930814T0000,100.0,34.0,69.208336
19930815T0000,96.0,49.0,72.75
19930816T0000,100.0,42.0,67.791664
19930817T0000,93.0,49.0,70.125
19930818T0000,100.0,49.0,75.125
19930819T0000,100.0,38.0,65.125
19930820T0000,86.0,39.0,57.666668
19930821T0000,93.0,37.0,63.25
19930822T0000,98.0,33.0,60.875
19930823T0000,96.0,71.0,87.0
19930824T0000,97.0,91.0,94.791664
19930825T0000,100.0,67.0,85.916664
19930826T0000,99.0,52.0,75.208336
19930827T0000,97.0,64.0,84.916664
19930828T0000,97.0,63.0,85.041664
19930829T0000,96.0,54.0,75.25
19930830T0000,100.0,40.0,64.25
19930831T0000,91.0,47.0,69.541664
19930901T0000,100.0,63.0,76.75
19930902T0000,100.0,46.0,71.666664
19930903T0000,87.0,54.0,70.375
19930904T0000,93.0,53.0,71.416664
19930905T0000,82.0,58.0,67.958336
19930906T0000,100.0,44.0,67.791664
19930907T0000,92.0,51.0,74.583336
19930908T0000,98.0,70.0,86.791664
19930909T0000,98.0,43.0,83.166664
19930910T0000,98.0,63.0,83.0
19930911T0000,96.0,76.0,87.083336
19930912T0000,95.0,58.0,79.208336
19930913T0000,96.0,73.0,88.666664
19930914T0000,98.0,48.0,71.0
19930915T0000,86.0,44.0,69.25
19930916T0000,85.0,51.0,70.291664
19930917T0000,84.0,61.0,71.625
19930918T0000,96.0,54.0,74.5
19930919T0000,100.0,47.0,78.333336
19930920T0000,98.0,46.0,75.958336
19930921T0000,98.0,41.0,71.333336
19930922T0000,97.0,43.0,77.833336
19930923T0000,97.0,93.0,96.0
19930924T0000,97.0,81.0,91.416664
19930925T0000,96.0,81.0,90.125
19930926T0000,95.0,69.0,84.541664
19930927T0000,94.0,49.0,72.125
19930928T0000,100.0,71.0,87.75
19930929T0000,100.0,58.0,82.333336
19930930T0000,96.0,53.0,73.625
19931001T0000,98.0,55.0,75.875
19931002T0000,100.0,87.0,95.0
19931003T0000,100.0,72.0,89.75
19931004T0000,98.0,62.0,85.083336
19931005T0000,100.0,51.0,80.333336
19931006T0000,100.0,80.0,93.916664
19931007T0000,98.0,63.0,81.708336
19931008T0000,100.0,77.0,92.041664
19931009T0000,100.0,51.0,77.583336
19931010T0000,95.0,46.0,80.375
19931011T0000,98.0,51.0,80.0
19931012T0000,98.0,61.0,89.791664
19931013T0000,98.0,53.0,82.708336
19931014T0000,97.0,70.0,86.583336
19931015T0000,96.0,52.0,78.0
19931016T0000,95.0,68.0,80.666664
19931017T0000,97.0,80.0,93.541664
19931018T0000,98.0,75.0,87.166664
19931019T0000,100.0,60.0,82.041664
19931020T0000,100.0,79.0,87.958336
19931021T0000,96.0,46.0,74.041664
19931022T0000,95.0,75.0,89.0
19931023T0000,97.0,70.0,87.708336
19931024T0000,97.0,74.0,90.958336
19931025T0000,97.0,81.0,91.583336
19931026T0000,97.0,77.0,89.416664
19931027T0000,100.0,64.0,86.833336
19931028T0000,100.0,58.0,84.625
19931029T0000,99.0,57.0,83.833336
19931030T0000,100.0,56.0,81.625
19931031T0000,99.0,54.0,82.0
19931101T0000,100.0,61.0,83.458336
19931102T0000,100.0,67.0,88.125
19931103T0000,100.0,54.0,84.166664
19931104T0000,100.0,62.0,85.5
19931105T0000,99.0,64.0,87.291664
19931106T0000,98.0,70.0,89.458336
19931107T0000,100.0,87.0,95.166664
19931108T0000,100.0,70.0,86.625
19931109T0000,94.0,67.0,83.5
19931110T0000,92.0,61.0,79.166664
19931111T0000,100.0,87.0,94.458336
19931112T0000,97.0,61.0,84.708336
19931113T0000,100.0,60.0,79.083336
19931114T0000,97.0,69.0,86.166664
19931115T0000,98.0,92.0,94.666664
19931116T0000,94.0,75.0,87.958336
19931117T0000,100.0,66.0,86.833336
19931118T0000,100.0,76.0,89.791664
19931119T0000,97.0,69.0,86.125
19931120T0000,94.0,64.0,81.916664
19931121T0000,92.0,65.0,83.166664
19931122T0000,99.0,67.0,84.916664
19931123T0000,98.0,68.0,87.666664
19931124T0000,100.0,82.0,92.5
19931125T0000,100.0,72.0,90.333336
19931126T0000,99.0,73.0,91.083336
19931127T0000,97.0,66.0,88.083336
19931128T0000,99.0,77.0,91.875
19931129T0000,96.0,71.0,88.833336
19931130T0000,96.0,66.0,84.75
19931201T0000,98.0,80.0,93.041664
19931202T0000,100.0,74.0,92.791664
19931203T0000,100.0,84.0,95.916664
19931204T0000,100.0,68.0,92.083336
19931205T0000,100.0,91.0,96.0
19931206T0000,96.0,65.0,85.666664
19931207T0000,100.0,75.0,89.583336
19931208T0000,100.0,89.0,95.916664
19931209T0000,100.0,82.0,93.5
19931210T0000,100.0,69.0,92.25
19931211T0000,98.0,76.0,90.75
19931212T0000,97.0,84.0,92.291664
19931213T0000,97.0,73.0,85.791664
19931214T0000,100.0,78.0,90.916664
19931215T0000,94.0,59.0,82.166664
19931216T0000,96.0,84.0,92.5
19931217T0000,99.0,84.0,93.625
19931218T0000,99.0,87.0,94.5
19931219T0000,100.0,78.0,94.625
19931220T0000,100.0,95.0,99.416664
19931221T0000,98.0,73.0,86.458336
19931222T0000,96.0,82.0,91.041664
19931223T0000,99.0,85.0,93.208336
19931224T0000,97.0,83.0,92.875
19931225T0000,97.0,94.0,96.083336
19931226T0000,95.0,85.0,90.958336
19931227T0000,96.0,88.0,93.041664
19931228T0000,100.0,84.0,93.625
19931229T0000,100.0,86.0,96.125
19931230T0000,100.0,79.0,93.625
19931231T0000,100.0,83.0,94.208336
19940101T0000,100.0,80.0,93.0
19940102T0000,100.0,90.0,96.166664
19940103T0000,100.0,87.0,96.708336
19940104T0000,100.0,72.0,91.75
19940105T0000,99.0,75.0,89.625
19940106T0000,100.0,82.0,92.833336
19940107T0000,100.0,83.0,92.5
19940108T0000,100.0,64.0,86.708336
19940109T0000,99.0,72.0,90.5
19940110T0000,100.0,82.0,93.0
19940111T0000,100.0,87.0,96.5
19940112T0000,100.0,73.0,92.666664
19940113T0000,100.0,88.0,98.041664
19940114T0000,100.0,73.0,93.666664
19940115T0000,99.0,69.0,89.75
19940116T0000,100.0,72.0,89.541664
19940117T0000,100.0,74.0,89.333336
19940118T0000,100.0,71.0,89.416664
19940119T0000,100.0,72.0,90.541664
19940120T0000,97.0,79.0,92.125
19940121T0000,100.0,76.0,92.958336
19940122T0000,96.0,77.0,90.291664
19940123T0000,100.0,85.0,95.708336
19940124T0000,100.0,93.0,98.333336
19940125T0000,100.0,95.0,99.083336
19940126T0000,99.0,81.0,93.416664
19940127T0000,98.0,79.0,91.291664
19940128T0000,99.0,74.0,88.416664
19940129T0000,96.0,55.0,81.666664
19940130T0000,100.0,65.0,88.583336
19940131T0000,98.0,69.0,88.125
19940201T0000,100.0,72.0,90.041664
19940202T0000,100.0,74.0,91.208336
19940203T0000,100.0,91.0,97.666664
19940204T0000,100.0,65.0,91.416664
19940205T0000,100.0,66.0,86.541664
19940206T0000,100.0,77.0,91.083336
19940207T0000,99.0,73.0,89.166664
19940208T0000,97.0,79.0,90.875
19940209T0000,98.0,66.0,86.875
19940210T0000,96.0,76.0,90.208336
19940211T0000,98.0,74.0,89.083336
19940212T0000,97.0,74.0,88.541664
19940213T0000,94.0,83.0,87.75
19940214T0000,95.0,72.0,87.416664
19940215T0000,94.0,65.0,81.416664
19940216T0000,98.0,66.0,84.958336
19940217T0000,100.0,59.0,82.833336
19940218T0000,100.0,61.0,82.041664
19940219T0000,100.0,62.0,85.041664
19940220T0000,100.0,74.0,92.208336
19940221T0000,100.0,71.0,89.0
19940222T0000,100.0,72.0,90.75
19940223T0000,100.0,57.0,86.833336
19940224T0000,100.0,81.0,94.125
19940225T0000,100.0,78.0,92.25
19940226T0000,100.0,55.0,85.166664
19940227T0000,100.0,58.0,85.791664
19940228T0000,100.0,75.0,92.541664
19940301T0000,100.0,80.0,93.041664
19940302T0000,100.0,59.0,85.625
19940303T0000,100.0,75.0,92.166664
19940304T0000,99.0,52.0,79.333336
19940305T0000,100.0,48.0,82.375
19940306T0000,100.0,80.0,94.125
19940307T0000,100.0,64.0,84.583336
19940308T0000,100.0,64.0,87.083336
19940309T0000,100.0,60.0,85.833336
19940310T0000,100.0,77.0,91.875
19940311T0000,100.0,68.0,89.375
19940312T0000,98.0,84.0,90.958336
19940313T0000,100.0,62.0,85.166664
19940314T0000,100.0,64.0,87.791664
19940315T0000,100.0,66.0,89.833336
19940316T0000,99.0,73.0,88.541664
19940317T0000,95.0,75.0,86.333336
19940318T0000,100.0,72.0,87.541664
19940319T0000,99.0,64.0,85.208336
19940320T0000,100.0,66.0,89.666664
19940321T0000,100.0,71.0,91.75
19940322T0000,100.0,74.0,90.083336
19940323T0000,100.0,64.0,89.333336
19940324T0000,100.0,68.0,86.958336
19940325T0000,100.0,67.0,88.0
19940326T0000,100.0,45.0,78.875
19940327T0000,100.0,47.0,76.416664
19940328T0000,100.0,49.0,82.708336
19940329T0000,100.0,59.0,83.916664
19940330T0000,100.0,53.0,84.083336
19940331T0000,99.0,55.0,80.708336
19940401T0000,91.0,55.0,76.291664
19940402T0000,97.0,66.0,84.0
19940403T0000,100.0,60.0,82.625
19940404T0000,99.0,72.0,89.083336
19940405T0000,99.0,45.0,76.333336
19940406T0000,100.0,73.0,88.166664
19940407T0000,97.0,52.0,83.75
19940408T0000,100.0,63.0,85.916664
19940409T0000,97.0,60.0,83.958336
19940410T0000,100.0,64.0,82.291664
19940411T0000,99.0,74.0,87.291664
19940412T0000,99.0,75.0,88.958336
19940413T0000,100.0,80.0,92.291664
19940414T0000,100.0,63.0,85.583336
19940415T0000,100.0,57.0,80.208336
19940416T0000,100.0,80.0,93.041664
19940417T0000,100.0,90.0,96.208336
19940418T0000,100.0,60.0,83.333336
19940419T0000,99.0,42.0,74.041664
19940420T0000,100.0,52.0,76.916664
19940421T0000,100.0,75.0,88.666664
19940422T0000,99.0,49.0,78.75
19940423T0000,100.0,45.0,77.041664
19940424T0000,100.0,43.0,79.666664
19940425T0000,100.0,82.0,93.458336
19940426T0000,100.0,51.0,76.708336
19940427T0000,100.0,70.0,86.666664
19940428T0000,100.0,61.0,87.583336
19940429T0000,100.0,53.0,81.916664
19940430T0000,100.0,48.0,79.5
19940501T0000,100.0,61.0,88.166664
19940502T0000,100.0,45.0,77.875
19940503T0000,96.0,47.0,71.5
19940504T0000,94.0,74.0,86.958336
19940505T0000,93.0,55.0,75.208336
19940506T0000,100.0,72.0,88.208336
19940507T0000,100.0,42.0,74.25
19940508T0000,99.0,80.0,93.958336
19940509T0000,97.0,84.0,91.208336
19940510T0000,96.0,69.0,82.625
19940511T0000,97.0,53.0,74.75
19940512T0000,97.0,72.0,86.791664
19940513T0000,100.0,60.0,81.333336
19940514T0000,100.0,58.0,79.583336
19940515T0000,100.0,47.0,76.25
19940516T0000,100.0,48.0,79.041664
19940517T0000,100.0,57.0,83.458336
19940518T0000,100.0,65.0,91.125
19940519T0000,100.0,85.0,95.166664
19940520T0000,100.0,80.0,93.208336
19940521T0000,100.0,57.0,86.208336
19940522T0000,100.0,50.0,81.25
19940523T0000,100.0,61.0,88.291664
19940524T0000,100.0,70.0,89.958336
19940525T0000,98.0,55.0,77.875
19940526T0000,100.0,86.0,93.875
19940527T0000,100.0,71.0,86.791664
19940528T0000,99.0,56.0,80.375
19940529T0000,100.0,57.0,87.458336
19940530T0000,100.0,68.0,84.5
19940531T0000,100.0,47.0,74.666664
19940601T0000,100.0,47.0,78.291664
19940602T0000,100.0,54.0,85.0
19940603T0000,95.0,52.0,76.958336
19940604T0000,92.0,71.0,82.25
19940605T0000,95.0,64.0,84.333336
19940606T0000,100.0,52.0,73.291664
19940607T0000,100.0,48.0,83.666664
19940608T0000,100.0,48.0,78.875
19940609T0000,100.0,51.0,77.916664
19940610T0000,100.0,52.0,81.916664
19940611T0000,97.0,77.0,87.208336
19940612T0000,92.0,64.0,79.458336
19940613T0000,100.0,54.0,77.458336
19940614T0000,100.0,56.0,81.416664
19940615T0000,100.0,50.0,78.166664
19940616T0000,100.0,47.0,76.458336
19940617T0000,98.0,50.0,73.833336
19940618T0000,100.0,48.0,73.5
19940619T0000,98.0,64.0,83.041664
19940620T0000,100.0,62.0,84.875
19940621T0000,100.0,62.0,80.958336
19940622T0000,100.0,52.0,76.875
19940623T0000,99.0,62.0,83.208336
19940624T0000,100.0,52.0,80.333336
19940625T0000,97.0,50.0,74.541664
19940626T0000,99.0,49.0,76.083336
19940627T0000,98.0,71.0,87.166664
19940628T0000,100.0,59.0,81.291664
19940629T0000,99.0,73.0,86.041664
19940630T0000,100.0,58.0,80.5
19940701T0000,100.0,50.0,77.458336
19940702T0000,99.0,45.0,72.625
19940703T0000,100.0,40.0,68.541664
19940704T0000,99.0,51.0,72.583336
19940705T0000,94.0,55.0,72.166664
19940706T0000,100.0,49.0,72.0
19940707T0000,95.0,61.0,78.833336
19940708T0000,100.0,59.0,78.75
19940709T0000,94.0,53.0,73.583336
19940710T0000,100.0,54.0,80.208336
19940711T0000,99.0,47.0,75.125
19940712T0000,100.0,48.0,75.083336
19940713T0000,100.0,43.0,66.333336
19940714T0000,89.0,44.0,71.541664
19940715T0000,100.0,49.0,71.666664
19940716T0000,100.0,45.0,71.333336
19940717T0000,100.0,48.0,72.291664
19940718T0000,95.0,55.0,77.416664
19940719T0000,95.0,82.0,88.375
19940720T0000,97.0,81.0,90.958336
19940721T0000,98.0,63.0,84.291664
19940722T0000,100.0,53.0,76.5
19940723T0000,100.0,43.0,71.916664
19940724T0000,97.0,52.0,70.958336
19940725T0000,89.0,41.0,65.041664
19940726T0000,95.0,42.0,64.666664
19940727T0000,99.0,46.0,67.916664
19940728T0000,100.0,43.0,71.208336
19940729T0000,98.0,46.0,70.041664
19940730T0000,93.0,40.0,74.625
19940731T0000,100.0,44.0,70.291664
19940801T0000,91.0,53.0,77.916664
19940802T0000,95.0,48.0,69.5
19940803T0000,100.0,43.0,71.666664
19940804T0000,100.0,37.0,67.208336
19940805T0000,100.0,30.0,59.666668
19940806T0000,86.0,32.0,58.25
19940807T0000,100.0,37.0,73.208336
19940808T0000,96.0,40.0,76.208336
19940809T0000,100.0,42.0,70.833336
19940810T0000,95.0,38.0,74.5
19940811T0000,100.0,71.0,86.208336
19940812T0000,96.0,60.0,81.333336
19940813T0000,96.0,51.0,73.125
19940814T0000,100.0,45.0,67.125
19940815T0000,100.0,36.0,64.208336
19940816T0000,98.0,30.0,65.083336
19940817T0000,96.0,39.0,67.958336
19940818T0000,95.0,45.0,73.625
19940819T0000,93.0,49.0,78.375
19940820T0000,96.0,53.0,78.833336
19940821T0000,100.0,37.0,73.125
19940822T0000,98.0,35.0,62.041668
19940823T0000,88.0,36.0,58.458332
19940824T0000,95.0,66.0,77.208336
19940825T0000,92.0,59.0,73.5
19940826T0000,97.0,65.0,84.916664
19940827T0000,93.0,44.0,67.041664
19940828T0000,89.0,42.0,66.75
19940829T0000,87.0,45.0,63.875
19940830T0000,92.0,50.0,69.25
19940831T0000,94.0,49.0,80.625
19940901T0000,98.0,58.0,84.25
19940902T0000,98.0,67.0,84.458336
19940903T0000,81.0,39.0,61.666668
19940904T0000,100.0,37.0,65.208336
19940905T0000,89.0,44.0,63.0
19940906T0000,90.0,46.0,66.25
19940907T0000,100.0,79.0,91.958336
19940908T0000,100.0,88.0,95.25
19940909T0000,97.0,56.0,79.458336
19940910T0000,95.0,56.0,78.958336
19940911T0000,98.0,48.0,71.25
19940912T0000,98.0,60.0,84.708336
19940913T0000,99.0,78.0,92.208336
19940914T0000,97.0,69.0,90.5
19940915T0000,96.0,61.0,80.125
19940916T0000,92.0,50.0,71.083336
19940917T0000,96.0,51.0,76.041664
19940918T0000,99.0,74.0,86.875
19940919T0000,100.0,73.0,90.458336
19940920T0000,100.0,51.0,83.416664
19940921T0000,100.0,65.0,88.0
19940922T0000,100.0,55.0,82.416664
19940923T0000,100.0,53.0,84.375
19940924T0000,100.0,69.0,89.0
19940925T0000,98.0,58.0,80.166664
19940926T0000,100.0,54.0,81.375
19940927T0000,98.0,62.0,82.291664
19940928T0000,100.0,53.0,78.083336
19940929T0000,100.0,57.0,80.666664
19940930T0000,100.0,56.0,82.291664
19941001T0000,99.0,66.0,85.583336
19941002T0000,100.0,62.0,83.5
19941003T0000,98.0,82.0,90.25
19941004T0000,92.0,54.0,77.916664
19941005T0000,95.0,44.0,71.625
19941006T0000,93.0,42.0,73.833336
19941007T0000,91.0,39.0,63.666668
19941008T0000,93.0,31.0,60.166668
19941009T0000,76.0,30.0,53.708332
19941010T0000,95.0,38.0,66.0
19941011T0000,100.0,43.0,73.166664
19941012T0000,94.0,67.0,81.291664
19941013T0000,100.0,42.0,73.375
19941014T0000,99.0,49.0,76.666664
19941015T0000,99.0,44.0,71.583336
19941016T0000,95.0,53.0,76.75
19941017T0000,94.0,59.0,79.333336
19941018T0000,97.0,63.0,80.125
19941019T0000,94.0,38.0,71.333336
19941020T0000,89.0,44.0,69.666664
19941021T0000,100.0,53.0,77.583336
19941022T0000,100.0,51.0,79.833336
19941023T0000,98.0,76.0,86.666664
19941024T0000,95.0,70.0,83.791664
19941025T0000,94.0,67.0,82.958336
19941026T0000,93.0,72.0,83.916664
19941027T0000,95.0,57.0,77.625
19941028T0000,100.0,55.0,82.875
19941029T0000,98.0,66.0,82.875
19941030T0000,100.0,87.0,95.5
19941031T0000,100.0,52.0,87.166664
19941101T0000,98.0,67.0,84.625
19941102T0000,99.0,60.0,79.166664
19941103T0000,96.0,50.0,77.75
19941104T0000,100.0,52.0,80.583336
19941105T0000,97.0,55.0,78.666664
19941106T0000,100.0,68.0,86.75
19941107T0000,98.0,61.0,82.0
19941108T0000,98.0,54.0,79.125
19941109T0000,100.0,54.0,78.208336
19941110T0000,100.0,71.0,89.5
19941111T0000,99.0,70.0,87.083336
19941112T0000,98.0,76.0,88.291664
19941113T0000,100.0,90.0,96.208336
19941114T0000,100.0,58.0,84.541664
19941115T0000,97.0,53.0,87.0
19941116T0000,96.0,68.0,83.583336
19941117T0000,95.0,59.0,80.625
19941118T0000,96.0,86.0,91.416664
19941119T0000,100.0,79.0,93.875
19941120T0000,100.0,77.0,94.375
19941121T0000,99.0,67.0,88.0
19941122T0000,97.0,63.0,86.541664
19941123T0000,99.0,67.0,86.791664
19941124T0000,100.0,72.0,90.75
19941125T0000,100.0,75.0,90.166664
19941126T0000,97.0,63.0,84.5
19941127T0000,97.0,91.0,94.166664
19941128T0000,99.0,82.0,93.041664
19941129T0000,96.0,63.0,83.25
19941130T0000,100.0,62.0,86.416664
19941201T0000,96.0,62.0,81.291664
19941202T0000,100.0,50.0,78.541664
19941203T0000,99.0,49.0,81.875
19941204T0000,100.0,73.0,89.25
19941205T0000,100.0,85.0,96.5
19941206T0000,100.0,76.0,89.666664
19941207T0000,100.0,52.0,85.208336
19941208T0000,100.0,65.0,88.541664
19941209T0000,100.0,63.0,90.583336
19941210T0000,100.0,91.0,97.291664
19941211T0000,100.0,83.0,94.541664
19941212T0000,97.0,79.0,92.166664
19941213T0000,100.0,71.0,90.458336
19941214T0000,100.0,79.0,92.416664
19941215T0000,100.0,66.0,83.25
19941216T0000,98.0,56.0,78.666664
19941217T0000,94.0,71.0,84.458336
19941218T0000,100.0,65.0,88.791664
19941219T0000,100.0,79.0,92.583336
19941220T0000,97.0,76.0,88.25
